text,label
Prove that A* search has a worst-case complexity of O({complexity}) using mathematical induction or recurrence relations,complex
"Design a CI/CD pipeline for a microservices architecture with canary deployments, rollback automation, and integration testing",complex
"Design a RESTful API for a education platform with proper HATEOAS constraints, pagination, filtering, and rate limiting",complex
"Create a comprehensive test suite for a {system_type} including unit, integration, end-to-end, and performance tests",complex
"Build a complete {framework} application with authentication, rate limiting, and database integration",complex
"Implement a rate limiter that supports token bucket, leaky bucket, and sliding window algorithms",complex
"Implement a rate limiter that supports token bucket, leaky bucket, and sliding window algorithms",complex
"Design a full authentication system including OAuth 2.0, JWT, refresh tokens, MFA, and session management",complex
Derive the mathematical formula for {mathematical_concept} and implement it efficiently,complex
"Create a comprehensive test suite for a {system_type} including unit, integration, end-to-end, and performance tests",complex
"Design a fault-tolerant distributed system for embedded systems with replication, sharding, and disaster recovery",complex
"Write an interpreter for compiled with proper scoping, closures, and garbage collection",complex
Derive the mathematical formula for {mathematical_concept} and implement it efficiently,complex
"Implement a machine learning pipeline that preprocesses tabular, trains a Stable Diffusion, and deploys it via Azure ML",complex
"Write an interpreter for esoteric with proper scoping, closures, and garbage collection",complex
Implement a concurrent data structure that is thread-safe and lock-free for web development,complex
Write a detailed technical specification for a {system_type} that must support 100M concurrent users with 99.999% availability,complex
Write a complete Python implementation of merge sort with O(n log n) complexity including edge case handling and unit tests,complex
